,match_id,current_score,display_score,period_1,period_2,period_3,period_4,period_5,period_1_tie_break,period_2_tie_break,period_3_tie_break,period_4_tie_break,period_5_tie_break,normal_time
135,12292490,1,1,5,3,,,,,,,,,
136,12292491,3,3,6,6,,,,,,,,,
137,12292492,0,1,5,0,,,,,,,,,
138,12292681,3,2,6,7,,,,,,,,,
139,12292682,1,1,1,1,,,,,,,,,
140,12292683,3,3,7,7,,,,,,,,,
141,12292684,2,2,7,6,,,,,,,,,
142,12292685,3,2,6,7,,,,,,,,,
143,12292688,0,1,3,6,,,,,6,,,,
144,12292689,3,3,6,6,,,,,,,,,
145,12292691,3,2,6,4,11,,,,,,,,
146,12292692,3,3,6,7,,,,,,,,,
147,12292693,1,1,5,3,,,,,,,,,
148,12292694,3,3,6,7,,,,,,,,,
149,12292820,3,3,6,6,,,,,,,,,
150,12292821,1,1,2,2,,,,,,,,,
151,12292822,0,1,4,1,,,,,,,,,
152,12292823,1,1,5,3,,,,,,,,,
153,12292824,1,1,7,7,,,,6,6,,,,
154,12292825,2,2,6,7,,,,,,,,,
155,12292826,3,2,6,7,,,,,,,,,
156,12292827,2,2,7,6,,,,,,,,,
157,12292828,2,2,8,7,,,,8,,,,,
158,12292829,2,3,7,7,,,,,,,,,
159,12292849,2,2,2,7,7,,,,,,,,
160,12292850,3,3,6,7,,,,,,,,,
161,12292851,2,1,3,8,3,,,,,,,,
162,12292852,2,3,7,6,,,,,,,,,
163,12292853,0,1,4,2,,,,,,,,,
164,12292860,2,3,6,7,,,,,,,,,
165,12292861,3,2,7,4,6,,,,,,,,
166,12292863,1,2,6,6,,,,,,,,,
167,12292876,1,1,3,1,,,,,,,,,
168,12292877,1,1,3,2,,,,,,,,,
169,12292878,0,0,2,0,,,,,,,,,
170,12292930,3,2,6,6,,,,,,,,,
171,12292931,1,0,3,5,,,,,,,,,
172,12292932,1,1,8,5,1,,,,,,,,
173,12292933,1,2,7,1,1,,,,,,,,
174,12292934,1,1,2,2,,,,,,,,,
175,12292935,2,3,8,6,,,,,,,,,
176,12292936,2,3,5,6,7,,,,,,,,
177,12292937,3,2,7,7,,,,,,,,,
178,12292938,2,2,6,7,6,,,,4,,,,
179,12292939,3,2,6,6,6,,,,,,,,
180,12292941,1,1,5,6,7,,,,,,,,
181,12292942,1,1,2,2,,,,,,,,,
182,12292943,0,0,3,4,,,,,,,,,
183,12292944,2,3,7,8,,,,,,,,,
184,12292945,3,2,6,7,,,,,,,,,
185,12292946,3,3,7,8,,,,,9,,,,
186,12292947,0,0,3,3,,,,,,,,,
187,12292948,1,0,1,5,,,,,,,,,
188,12293427,2,2,3,7,3,,,,,,,,
189,12293430,3,3,8,7,,,,,,,,,
190,12293433,0,1,3,5,,,,,,,,,
191,12293440,1,0,4,4,,,,,,,,,
192,12293441,1,1,7,3,,,,,,,,,
193,12293442,3,3,7,7,,,,,,,,,
194,12293445,2,2,7,7,,,,,,,,,
195,12293448,3,2,6,6,,,,,,,,,
196,12293451,3,2,7,8,,,,,,,,,
197,12293457,3,2,6,7,,,,,,,,,
198,12293459,3,2,6,8,,,,,,,,,
199,12293460,3,3,6,6,,,,,,,,,
200,12293462,2,3,6,6,,,,,,,,,
201,12293463,2,3,7,7,,,,,,,,,
202,12293464,2,1,5,6,4,,,,,,,,
203,12293465,2,3,6,7,,,,,,,,,
204,12293466,0,1,1,3,,,,,,,,,
205,12293468,0,0,2,,,,,,,,,,
206,12293469,2,3,7,2,7,,,,,,,,
207,12293470,1,0,6,4,,,,6,,,,,
208,12293471,3,3,7,7,,,,,,,,,
209,12293472,0,1,0,2,,,,,,,,,
210,12293473,1,1,7,2,5,,,,,,,,
211,12293474,0,1,3,4,,,,,,,,,
212,12293475,2,3,6,7,,,,,,,,,
213,12293476,3,2,7,8,,,,,8,,,,
214,12293477,0,1,4,3,,,,,,,,,
215,12293478,1,1,0,6,,,,,6,,,,
216,12293480,2,2,4,6,7,,,,,,,,
217,12293481,1,1,1,1,,,,,,,,,
218,12293482,3,2,7,4,6,,,,,,,,
219,12293483,1,0,6,4,,,,6,,,,,
220,12293484,2,3,7,7,,,,,,,,,
221,12293485,0,1,4,5,,,,,,,,,
222,12293486,1,2,7,3,,,,,,,,,
223,12293487,2,3,7,6,,,,,,,,,
224,12293488,1,0,2,1,,,,,,,,,
225,12293489,,,,,,,,,,,,,
226,12293490,2,2,6,6,,,,,,,,,
227,12293491,2,2,7,4,4,,,,,,,,
228,12293492,0,1,2,4,,,,,,,,,
229,12293493,0,0,1,3,,,,,,,,,
230,12293494,3,3,7,7,,,,,,,,,
231,12293495,1,0,1,5,,,,,,,,,
232,12293496,1,1,3,6,2,,,,,,,,
233,12293497,1,1,2,5,,,,,,,,,
234,12293498,1,1,1,7,4,,,,,,,,
235,12293499,1,2,7,3,4,,,,,,,,
236,12293500,2,2,7,7,,,,,,,,,
237,12293501,2,2,6,4,8,,,,,7,,,
238,12293502,2,2,6,7,,,,,,,,,
239,12293503,1,0,4,5,,,,,,,,,
240,12293505,3,3,6,6,,,,,,,,,
241,12293506,1,0,3,5,,,,,,,,,
242,12293507,1,2,3,7,3,,,,,,,,
243,12293508,0,1,3,,,,,,,,,,
244,12293509,1,1,5,8,3,,,,,,,,
245,12293510,1,0,4,1,,,,,,,,,
246,12293513,3,2,7,7,,,,8,,,,,
247,12293516,1,1,3,,,,,,,,,,
248,12293517,0,1,1,3,,,,,,,,,
249,12293519,1,0,6,0,,,,,,,,,
250,12293523,1,0,2,1,,,,,,,,,
251,12293524,2,2,2,7,1,,,,,,,,
252,12293525,0,0,2,2,,,,,,,,,
253,12293527,1,0,5,2,,,,,,,,,
254,12293528,0,1,5,2,,,,,,,,,
255,12293529,1,1,6,4,1,,,,,,,,
256,12293530,1,1,2,3,,,,,,,,,
257,12293531,3,2,6,6,,,,,,,,,
258,12293533,,,,,,,,,,,,,
259,12293534,1,1,8,2,5,,,7,,,,,
260,12293535,3,3,7,7,,,,,,,,,
261,12293536,3,2,7,7,,,,,,,,,
262,12293537,3,2,6,6,,,,,,,,,
263,12293538,0,0,2,5,,,,,,,,,
264,12293539,1,2,7,5,4,,,,,,,,
265,12293540,3,3,6,6,,,,,,,,,
266,12293541,1,0,2,3,,,,,,,,,
267,12293542,1,1,3,3,,,,,,,,,
268,12293543,2,3,7,8,,,,,,,,,
269,12293544,3,2,7,6,,,,,,,,,
270,12293545,2,3,7,7,,,,,,,,,
271,12293558,1,2,7,1,1,,,,,,,,
272,12293559,1,1,4,6,0,,,,,,,,
273,12293560,2,3,6,7,,,,,,,,,
274,12293561,3,2,8,5,7,,,,,,,,
275,12293562,2,2,2,7,4,,,,,,,,
276,12293563,0,0,6,7,,,,6,9,,,,
277,12293564,2,3,8,8,,,,7,,,,,
278,12293643,3,2,6,7,6,,,5,,,,,
279,12293644,0,1,6,5,,,,5,,,,,
280,12293645,3,2,7,6,,,,,,,,,
281,12293649,2,3,6,7,7,,,17,,,,,
282,12293650,3,3,6,6,,,,,,,,,
283,12293651,3,2,6,6,6,,,,7,,,,
284,12293652,2,2,6,7,,,,,,,,,
285,12293653,0,0,2,7,,,,,4,,,,
286,12293656,3,3,6,6,,,,,,,,,
287,12293657,1,1,1,1,,,,,,,,,
288,12293726,2,2,6,5,1,,,,,,,,
289,12293727,3,3,7,6,,,,,,,,,
290,12293728,2,2,6,7,,,,,,,,,
291,12293729,0,0,4,4,,,,,,,,,
292,12293730,3,3,6,6,,,,,,,,,
293,12293731,2,3,6,7,,,,,,,,,
294,12293732,0,1,3,5,,,,,,,,,
295,12293733,1,2,7,7,7,,,6,,2,,,
296,12293734,0,0,4,4,,,,,,,,,
297,12293735,3,2,7,7,,,,,,,,,
298,12293736,1,2,6,2,3,,,,,,,,
299,12293737,3,3,5,6,6,,,,,,,,
300,12293738,3,2,6,6,,,,,,,,,
301,12293739,1,1,2,5,,,,,,,,,
302,12293740,3,3,3,6,6,,,,,,,,
303,12293741,3,2,6,7,,,,,,,,,
304,12293743,1,1,2,6,,,,,8,,,,
305,12293745,1,1,4,2,,,,,,,,,
306,12293747,3,3,7,6,,,,,,,,,
307,12293748,2,2,7,6,,,,,,,,,
308,12293750,3,3,6,6,,,,,,,,,
309,12293751,2,3,6,6,,,,,,,,,
310,12293756,0,1,3,5,,,,,,,,,
311,12293757,0,1,6,3,,,,2,,,,,
312,12293758,1,0,6,4,,,,6,,,,,
313,12293759,2,3,7,7,,,,,,,,,
314,12293760,2,2,7,7,,,,,,,,,
315,12293761,3,3,6,6,,,,,,,,,
316,12294022,1,0,3,6,,,,,2,,,,
317,12294023,1,0,5,1,,,,,,,,,
318,12294024,2,2,7,1,6,,,,,,,,
319,12294025,2,3,6,6,,,,,,,,,
320,12294026,2,2,6,7,,,,,,,,,
321,12294027,3,3,7,6,,,,7,,,,,
322,12294068,0,1,3,3,,,,,,,,,
323,12295042,0,1,2,2,,,,,,,,,
324,12295043,2,3,7,8,,,,,7,,,,
325,12295044,0,0,0,4,,,,,,,,,
326,12295045,1,0,2,4,,,,,,,,,
327,12295046,0,1,3,2,,,,,,,,,
328,12295047,1,0,2,5,,,,,,,,,
329,12295048,2,2,6,7,,,,,,,,,
330,12295101,3,2,6,7,,,,,,,,,
331,12295102,1,0,2,2,,,,,,,,,
332,12295103,2,3,7,7,,,,,,,,,
333,12295104,3,2,6,6,,,,,,,,,
334,12295105,2,3,6,2,7,,,,,,,,
335,12295106,1,1,1,1,,,,,,,,,
336,12295107,1,0,4,5,,,,,,,,,
337,12295118,3,3,6,8,,,,,,,,,
338,12295121,1,0,4,1,,,,,,,,,
339,12295130,0,1,4,4,,,,,,,,,
340,12295143,0,1,4,2,,,,,,,,,
341,12295144,1,0,3,7,,,,,6,,,,
342,12295145,3,3,7,6,,,,,,,,,
343,12295148,2,3,6,7,,,,,,,,,
344,12295149,1,0,3,1,,,,,,,,,
345,12295150,1,1,5,3,,,,,,,,,
346,12295151,3,3,7,7,,,,,,,,,
347,12295152,2,3,6,7,,,,,,,,,
348,12295153,1,1,4,0,,,,,,,,,
349,12295154,3,3,7,7,,,,,,,,,
350,12295155,2,2,7,7,,,,,7,,,,
351,12295156,3,2,6,7,,,,,,,,,
352,12295157,2,2,6,6,,,,,,,,,
353,12295158,3,2,6,6,,,,,,,,,
354,12295159,2,2,6,7,,,,,,,,,
355,12295160,1,0,1,2,,,,,,,,,
356,12295161,0,1,2,2,,,,,,,,,
357,12295162,1,1,6,3,3,,,,,,,,
358,12295163,0,1,3,3,,,,,,,,,
359,12295164,3,2,7,7,,,,,,,,,
360,12295165,2,1,6,4,4,,,,,,,,
361,12295172,2,2,6,,,,,,,,,,
362,12295181,3,3,6,4,6,,,,,,,,
363,12295217,3,2,6,6,,,,,,,,,
364,12295218,0,1,1,1,,,,,,,,,
365,12295219,0,0,2,3,,,,,,,,,
366,12295220,3,3,7,7,,,,,,,,,
367,12295221,3,3,7,5,6,,,,,,,,
368,12295222,3,3,6,7,,,,,,,,,
369,12295223,3,2,7,7,,,,,8,,,,
370,12295227,0,0,0,1,,,,,,,,,
371,12295240,1,0,3,2,,,,,,,,,
372,12295300,2,2,2,8,3,,,,7,,,,
373,12295301,2,2,7,6,,,,8,,,,,
374,12295302,0,0,3,,,,,,,,,,
375,12295303,3,3,6,6,,,,,,,,,
376,12295304,3,3,6,6,,,,,,,,,
377,12295305,2,2,7,6,,,,,,,,,
378,12295306,0,0,6,4,,,,,,,,,
379,12295352,1,0,0,3,,,,,,,,,
380,12295353,1,0,6,7,,,,4,3,,,,
381,12295369,1,1,6,1,3,,,,,,,,
382,12295415,3,3,7,4,6,,,7,,,,,
383,12295427,1,0,4,4,,,,,,,,,
384,12295428,1,1,4,6,6,,,,,,,,
385,12295429,3,3,6,3,7,,,,,,,,
386,12295430,0,0,2,2,,,,,,,,,
387,12295431,0,1,6,4,,,,9,,,,,
388,12295432,3,3,5,6,6,,,,,,,,
389,12295433,1,1,6,3,,,,,,,,,
390,12295434,1,2,6,5,5,,,,,,,,
391,12295435,1,0,7,4,,,,7,,,,,
392,12295487,0,0,1,3,,,,,,,,,
393,12295488,2,1,7,6,5,,,,5,,,,
394,12295489,2,3,6,6,,,,,,,,,
395,12295490,3,3,6,7,,,,,,,,,
396,12295491,0,1,4,,,,,,,,,,
397,12295492,1,1,5,7,1,,,,,,,,
398,12295493,3,3,6,6,,,,,,,,,
399,12295516,1,1,5,0,,,,,,,,,
400,12295517,3,3,7,7,,,,7,,,,,
401,12295525,1,1,3,7,4,,,,,,,,
402,12295535,0,0,3,6,,,,,2,,,,
403,12295538,1,1,5,2,,,,,,,,,
404,12295539,3,3,7,7,,,,,,,,,
405,12295550,2,2,8,4,6,,,8,,,,,
406,12295551,1,2,6,3,3,,,,,,,,
407,12295552,2,1,3,7,3,,,,,,,,
408,12295553,,,,,,,,,,,,,
409,12295554,2,1,7,2,5,,,,,,,,
410,12295555,2,1,0,7,1,,,,,,,,
411,12295556,1,1,5,4,,,,,,,,,
412,12295557,2,2,7,3,2,,,,,,,,
413,12295558,1,2,8,5,1,,,,,,,,
414,12295588,3,3,4,6,6,,,,,,,,
415,12295590,2,2,7,7,,,,,8,,,,
416,12295591,0,0,2,4,,,,,,,,,
417,12295592,1,1,8,4,3,,,12,,,,,
418,12295593,1,2,4,7,6,,,,,6,,,
419,12295614,1,1,6,1,6,,,,,3,,,
420,12295719,1,2,4,7,3,,,,,,,,
421,12295720,3,3,6,6,,,,,,,,,
422,12295722,3,2,7,8,,,,,7,,,,
423,12295735,3,2,6,6,,,,,,,,,
424,12295809,2,2,7,7,,,,,,,,,
425,12295812,3,3,6,6,,,,,,,,,
426,12295817,2,3,7,6,,,,9,,,,,
427,12295820,2,2,6,6,,,,,,,,,
428,12295821,1,1,4,1,,,,,,,,,
429,12295822,2,2,7,6,,,,,,,,,
430,12295823,3,3,7,7,,,,,,,,,
431,12295824,3,2,2,7,7,,,,,,,,
432,12295825,0,1,5,6,,,,,,,,,
433,12295826,3,2,7,4,7,,,,,,,,
434,12295831,0,0,3,4,,,,,,,,,
435,12295832,2,1,7,4,3,,,8,,,,,
436,12295833,3,2,7,6,,,,,,,,,
437,12295834,0,0,3,2,,,,,,,,,
438,12295835,1,1,5,2,,,,,,,,,
439,12295836,3,2,7,7,,,,,,,,,
440,12295837,3,2,7,6,,,,,,,,,
441,12295838,1,1,3,3,,,,,,,,,
442,12295840,0,0,2,1,,,,,,,,,
443,12295842,2,2,6,7,,,,,,,,,
444,12295843,0,1,1,,,,,,,,,,
445,12295844,3,3,6,7,,,,,,,,,
446,12295845,2,2,6,6,,,,,,,,,
447,12295846,0,0,2,2,,,,,,,,,
448,12296103,3,3,6,7,,,,,,,,,
449,12296104,3,3,7,6,,,,,,,,,
450,12296105,2,3,8,7,,,,8,,,,,
451,12296106,2,2,6,3,2,,,,,,,,
452,12296107,2,2,6,6,,,,,,,,,
453,12296108,2,1,7,3,4,,,,,,,,
454,12296109,2,3,4,8,7,,,,,,,,
455,12296151,1,0,2,1,,,,,,,,,
456,12296152,0,0,2,5,,,,,,,,,
457,12296153,0,1,7,6,,,,2,4,,,,
458,12296154,1,1,4,0,,,,,,,,,
459,12296155,2,2,2,7,6,,,,,,,,
460,12296156,2,2,6,8,,,,,,,,,
461,12296157,0,0,1,2,,,,,,,,,
462,12296158,1,1,3,3,,,,,,,,,
463,12296178,3,3,7,7,,,,,,,,,
464,12296179,3,3,7,6,8,,,,5,8,,,
465,12296180,1,1,5,4,,,,,,,,,
466,12296181,2,3,7,7,,,,,,,,,
467,12296182,2,3,6,7,,,,,,,,,
468,12296183,2,1,5,8,0,,,,7,,,,
469,12296184,2,3,7,7,,,,,,,,,
470,12296185,2,2,7,6,,,,,,,,,
471,12297018,2,3,7,6,,,,,,,,,
472,12297020,2,3,7,2,7,,,,,,,,
473,12297021,3,2,4,6,7,,,,,,,,
474,12297022,3,2,7,6,,,,,,,,,
475,12297023,2,2,1,7,3,,,,9,,,,
476,12297024,1,0,3,4,,,,,,,,,
477,12297025,,,,,,,,,,,,,
478,12297026,,,,,,,,,,,,,
479,12297034,2,2,6,5,4,,,,,,,,
480,12297159,0,0,1,3,,,,,,,,,
481,12297170,0,0,4,5,,,,,,,,,
482,12297278,0,0,5,1,,,,,,,,,
483,12297336,2,1,4,7,2,,,,,,,,
484,12297534,3,3,7,7,,,,,,,,,
485,12297556,0,0,2,0,,,,,,,,,
486,12297559,1,0,2,2,,,,,,,,,
487,12297572,1,2,3,6,7,,,,,2,,,
488,12297576,3,3,7,5,6,,,,,,,,
489,12297589,1,0,4,4,,,,,,,,,
490,12297590,1,1,4,3,,,,,,,,,
491,12297602,2,3,4,7,6,,,,,,,,
492,12297618,2,2,6,2,3,,,,,,,,
493,12297633,3,3,6,6,,,,,,,,,
494,12297637,0,0,3,2,,,,,,,,,
495,12297638,0,0,1,2,,,,,,,,,
496,12297639,3,3,7,6,,,,,,,,,
497,12297640,0,0,3,3,,,,,,,,,
498,12297641,2,3,7,7,,,,,,,,,
499,12297668,3,2,6,6,,,,,,,,,
500,12297671,0,0,1,1,,,,,,,,,
501,12297674,2,2,7,6,6,,,7,,,,,
502,12297681,1,2,1,7,6,,,,,,,,
503,12297684,1,0,3,1,,,,,,,,,
504,12297685,0,1,3,1,,,,,,,,,
505,12297726,2,3,6,7,,,,,,,,,
506,12297727,2,3,6,7,,,,,,,,,
507,12297740,3,2,6,7,,,,,,,,,
508,12297741,2,3,7,7,,,,,,,,,
509,12297748,1,2,6,4,3,,,,,,,,
510,12297768,2,2,7,5,,,,,,,,,
511,12297824,1,0,5,3,,,,,,,,,
512,12297825,0,0,1,3,,,,,,,,,
513,12297826,,,,,,,,,,,,,
514,12297827,2,2,7,8,,,,,7,,,,
515,12297828,3,2,8,6,,,,7,,,,,
516,12297842,2,1,0,7,3,,,,7,,,,
517,12297843,3,3,7,7,,,,,,,,,
518,12297844,3,3,6,8,,,,,,,,,
519,12297878,1,1,3,0,,,,,,,,,
520,12297879,1,2,7,6,5,,,,,,,,
521,12297880,3,2,7,8,,,,,,,,,
522,12297881,1,1,3,1,,,,,,,,,
523,12297903,0,0,1,3,,,,,,,,,
524,12297924,0,0,6,6,,,,,5,,,,
525,12297964,2,3,6,7,,,,,8,,,,
526,12297965,2,1,8,4,,,,,,,,,
527,12297966,1,2,2,6,2,,,,,,,,
528,12297967,3,2,6,6,,,,,,,,,
529,12297978,0,1,3,4,,,,,,,,,
530,12297986,2,2,5,8,6,,,,,,,,
531,12297990,2,3,7,7,,,,,,,,,
532,12298012,2,2,7,3,2,,,,,,,,
533,12298014,1,1,7,6,4,,,,,,,,
534,12298044,1,1,4,2,,,,,,,,,
535,12298084,2,2,5,7,5,,,,,,,,
536,12298086,2,2,7,6,,,,,,,,,
537,12298087,0,0,0,3,,,,,,,,,
538,12298088,2,1,8,3,5,,,7,,,,,
539,12298097,1,1,5,7,1,,,,,,,,
540,12298098,1,0,3,4,,,,,,,,,
541,12298099,2,2,6,6,,,,,,,,,
542,12298100,2,1,5,7,4,,,,,,,,
543,12298101,3,3,6,6,6,,,,6,,,,
544,12298103,0,1,7,2,,,,7,,,,,
545,12298149,0,1,4,2,,,,,,,,,
546,12298150,3,2,6,7,,,,,,,,,
547,12298151,2,2,7,4,2,,,,,,,,
548,12298152,1,2,7,5,6,,,,,,,,
549,12298153,2,2,6,6,,,,,,,,,
550,12298187,2,3,6,7,,,,,,,,,
551,12298211,2,3,6,7,,,,,,,,,
552,12298213,3,3,7,1,7,,,,,,,,
553,12298214,0,0,1,4,,,,,,,,,
554,12298215,2,2,6,6,,,,,,,,,
555,12298221,3,3,6,7,,,,,7,,,,
556,12298225,1,1,2,4,,,,,,,,,
557,12298245,3,2,8,6,,,,,,,,,
558,12298247,0,0,4,1,,,,,,,,,
559,12298275,0,0,7,1,,,,4,,,,,
560,12298276,0,1,7,6,,,,5,,,,,
561,12298277,,,,,,,,,,,,,
562,12298278,0,1,2,4,,,,,,,,,
563,12298279,3,3,6,1,8,,,,,8,,,
564,12298336,0,0,1,2,,,,,,,,,
565,12298337,1,0,1,1,,,,,,,,,
566,12298341,3,2,7,7,,,,,,,,,
567,12298343,1,1,2,4,,,,,,,,,
568,12298345,2,2,7,7,7,,,2,,,,,
569,12298371,3,3,6,7,,,,,,,,,
570,12298372,1,1,3,4,,,,,,,,,
571,12298375,0,0,5,6,,,,,,,,,
572,12298376,1,1,2,0,,,,,,,,,
573,12298406,0,1,5,2,,,,,,,,,
574,12298407,2,3,7,6,,,,,,,,,
575,12298410,1,0,3,1,,,,,,,,,
576,12298411,3,2,6,6,,,,,,,,,
577,12298430,2,2,8,6,3,,,9,,,,,
578,12298434,1,0,4,3,,,,,,,,,
579,12298436,1,2,7,5,3,,,,,,,,
580,12298438,3,2,6,6,,,,,,,,,
581,12298445,0,0,2,4,,,,,,,,,
582,12298447,2,2,6,7,,,,,,,,,
583,12298448,3,2,6,6,,,,,,,,,
584,12298449,3,3,4,7,7,,,,,,,,
585,12298450,1,1,3,5,,,,,,,,,
586,12298451,3,2,7,6,,,,,,,,,
587,12298452,1,1,3,1,,,,,,,,,
588,12298457,1,1,5,2,,,,,,,,,
589,12298492,1,1,3,2,,,,,,,,,
590,12298541,2,3,8,7,,,,8,,,,,
591,12298630,3,2,6,6,,,,,,,,,
592,12298718,1,0,2,3,,,,,,,,,
