,match_id,market_id,market_name,is_live,suspended,initial_fractional_value,fractional_value,choice_name,choice_source_id,winnig,change
54,12261595,11,first_set_winner,False,True,12/4,16/4,1,397097667,True,0
55,12261595,11,first_set_winner,False,True,2/3,6/10,2,397097686,True,0
56,12261595,12,total_games_won,False,False,14/10,10/3,Over,397222640,True,0
57,12261595,12,total_games_won,False,False,2/7,17/4,Under,397222498,False,0
58,12261596,1,full_time,True,True,7/11,16/4,1,396119621,True,0
59,12261596,1,full_time,True,True,2/9,16/7,2,396119622,True,0
60,12261596,11,first_set_winner,True,True,8/9,11/10,1,396121510,False,0
61,12261596,11,first_set_winner,True,True,14/3,16/3,2,396121746,False,0
62,12261596,12,total_games_won,True,False,6/9,13/10,Over,397077117,False,0
63,12261596,12,total_games_won,True,False,11/3,19/2,Under,397077112,True,0
64,12276769,1,full_time,False,True,11/8,13/11,1,399158306,False,-1
65,12276769,1,full_time,False,True,12/2,10/3,2,399158319,True,1
66,12276769,11,first_set_winner,False,False,2/4,0/9,1,399161641,False,-1
67,12276769,11,first_set_winner,False,False,4/6,1/11,2,399161915,False,1
68,12276769,12,total_games_won,True,False,16/3,10/11,Over,399399245,False,-1
69,12276769,12,total_games_won,True,False,5/11,11/2,Under,399399219,False,1
70,12276772,1,full_time,True,True,7/10,11/4,1,399158046,False,-1
71,12276772,1,full_time,True,True,7/7,17/11,2,399158103,True,1
72,12276772,11,first_set_winner,False,True,11/9,10/2,1,399159953,True,-1
73,12276772,11,first_set_winner,False,True,11/8,17/3,2,399159996,False,1
74,12276772,12,total_games_won,True,True,17/3,5/10,Over,399389126,False,1
75,12276772,12,total_games_won,True,True,6/6,6/8,Under,399389062,False,-1
76,12276773,1,full_time,True,False,17/3,3/2,1,406047050,False,-1
77,12276773,1,full_time,True,False,7/7,5/7,2,406047150,True,1
78,12276773,11,first_set_winner,True,True,10/10,17/11,1,406049461,True,0
79,12276773,11,first_set_winner,True,True,5/11,15/9,2,406049501,False,0
80,12276773,12,total_games_won,True,True,12/8,2/8,Over,406362762,True,1
81,12276773,12,total_games_won,True,True,0/9,11/8,Under,406362737,True,-1
82,12276774,1,full_time,False,False,13/4,19/6,1,399511535,True,1
83,12276774,1,full_time,False,False,16/5,18/5,2,399511579,True,-1
84,12276774,11,first_set_winner,True,False,2/5,4/11,1,399513059,True,1
85,12276774,11,first_set_winner,True,False,18/8,3/9,2,399513066,True,-1
86,12276774,12,total_games_won,True,False,17/3,16/9,Over,400276577,False,-1
87,12276774,12,total_games_won,True,False,3/9,18/5,Under,400276310,True,1
88,12276775,1,full_time,False,True,4/11,1/11,1,406046685,False,-1
89,12276775,1,full_time,False,True,2/8,0/8,2,406046841,False,1
90,12276775,11,first_set_winner,True,True,19/6,6/8,1,406047957,False,0
91,12276775,11,first_set_winner,True,True,6/7,5/10,2,406048103,False,0
92,12276775,12,total_games_won,True,True,1/5,8/2,Over,406350626,True,0
93,12276775,12,total_games_won,True,True,17/6,0/8,Under,406350541,False,0
94,12276776,1,full_time,True,False,10/4,8/4,1,399511682,True,1
95,12276776,1,full_time,True,False,19/9,15/10,2,399511846,False,-1
96,12276776,11,first_set_winner,False,False,15/5,6/4,1,399514497,True,1
97,12276776,11,first_set_winner,False,False,9/11,4/11,2,399514502,False,-1
98,12276776,12,total_games_won,False,True,16/2,13/7,Over,400290060,False,1
99,12276776,12,total_games_won,False,True,3/11,10/2,Under,400290033,True,-1
100,12276781,1,full_time,True,True,19/6,2/2,1,399157482,True,0
101,12276781,1,full_time,True,True,17/8,10/4,2,399157551,False,0
102,12276781,11,first_set_winner,False,False,7/4,11/2,1,399158964,True,0
103,12276781,11,first_set_winner,False,False,7/4,2/2,2,399159063,False,0
104,12276781,12,total_games_won,False,False,12/8,4/11,Over,402920051,True,1
105,12276781,12,total_games_won,False,False,4/5,4/2,Under,402919860,False,-1
106,12276783,1,full_time,True,False,7/7,16/7,1,400624848,True,-1
107,12276783,1,full_time,True,False,12/5,18/3,2,400624855,True,1
108,12276783,11,first_set_winner,True,True,15/8,13/10,1,400626501,False,-1
109,12276783,11,first_set_winner,True,True,18/6,15/5,2,400626763,True,1
110,12276783,12,total_games_won,True,True,1/5,4/8,Over,401159235,True,-1
111,12276783,12,total_games_won,True,True,13/7,1/3,Under,401159097,True,1
112,12276806,1,full_time,True,True,13/6,0/5,1,403434625,True,1
113,12276806,1,full_time,True,True,7/10,13/7,2,403434673,False,-1
114,12276806,11,first_set_winner,False,False,7/6,8/9,1,403437337,False,1
115,12276806,11,first_set_winner,False,False,6/9,18/5,2,403437399,True,-1
116,12276806,12,total_games_won,False,False,18/2,4/8,Over,403695864,False,0
117,12276806,12,total_games_won,False,False,14/5,6/4,Under,403695851,False,0
118,12276816,1,full_time,True,False,16/4,7/8,1,405568574,False,1
119,12276816,1,full_time,True,False,17/9,7/4,2,405568597,True,-1
120,12276816,11,first_set_winner,False,True,19/3,1/9,1,405570035,False,1
121,12276816,11,first_set_winner,False,True,3/9,6/8,2,405570042,False,-1
122,12276816,12,total_games_won,True,True,12/10,1/5,Over,406392994,True,0
123,12276816,12,total_games_won,True,True,12/5,11/6,Under,406392977,True,0
124,12276857,1,full_time,False,True,9/2,10/8,1,407931491,True,0
125,12276857,1,full_time,False,True,1/3,9/8,2,407931721,True,0
126,12276857,11,first_set_winner,True,False,13/5,5/9,1,407933642,False,0
127,12276857,11,first_set_winner,True,False,12/6,13/7,2,407933748,False,0
128,12276857,12,total_games_won,False,True,3/11,19/5,Over,408936659,False,1
129,12276857,12,total_games_won,False,True,4/5,5/7,Under,408936556,False,-1
130,12276861,1,full_time,False,True,14/11,1/8,1,409393153,True,0
131,12276861,1,full_time,False,True,3/5,19/4,2,409393158,True,0
132,12276861,11,first_set_winner,False,False,15/3,15/10,1,409395918,True,-1
133,12276861,11,first_set_winner,False,False,16/9,2/9,2,409395925,True,1
134,12276861,12,total_games_won,True,True,11/4,8/6,Over,409617036,False,1
135,12276861,12,total_games_won,True,True,18/4,10/4,Under,409617029,False,-1
136,12276862,1,full_time,True,True,18/5,17/9,1,408518232,True,-1
137,12276862,1,full_time,True,True,0/9,11/10,2,408518327,False,1
138,12276862,11,first_set_winner,True,True,18/4,0/2,1,408520765,True,-1
139,12276862,11,first_set_winner,True,True,3/4,13/8,2,408520891,True,1
140,12276863,1,full_time,False,False,16/5,13/4,1,407649096,False,-1
141,12276863,1,full_time,False,False,0/4,17/7,2,407649201,False,1
142,12276863,11,first_set_winner,False,True,6/7,1/7,1,407654546,False,-1
143,12276863,11,first_set_winner,False,True,6/8,4/6,2,407654598,True,1
144,12276863,12,total_games_won,True,False,18/8,3/9,Over,408384553,False,-1
145,12276863,12,total_games_won,True,False,17/11,5/8,Under,408384428,True,1
146,12276864,1,full_time,False,True,10/4,5/10,1,407649835,False,1
147,12276864,1,full_time,False,True,19/3,13/7,2,407649896,False,-1
148,12276864,11,first_set_winner,True,False,14/2,18/2,1,407655803,False,1
149,12276864,11,first_set_winner,True,False,5/5,14/5,2,407655827,True,-1
150,12276864,12,total_games_won,False,False,9/11,16/2,Over,408409864,False,0
151,12276864,12,total_games_won,False,False,13/10,9/7,Under,408409648,False,0
152,12276924,1,full_time,True,True,0/10,11/7,1,402623628,True,0
153,12276924,1,full_time,True,True,17/7,18/6,2,402623682,False,0
154,12276925,1,full_time,False,True,8/8,6/8,1,402083066,True,0
155,12276925,1,full_time,False,True,17/7,10/4,2,402083217,False,0
156,12276927,1,full_time,True,True,0/8,17/9,1,401449938,False,0
157,12276927,1,full_time,True,True,15/11,14/2,2,401450128,True,0
158,12276928,1,full_time,False,False,5/9,13/5,1,401450984,True,0
159,12276928,1,full_time,False,False,18/10,10/7,2,401451042,True,0
160,12276929,1,full_time,True,False,0/11,14/6,1,396322757,False,0
161,12276929,1,full_time,True,False,2/4,13/10,2,396322879,True,0
162,12276934,1,full_time,True,True,16/9,6/3,1,401450738,False,0
163,12276934,1,full_time,True,True,1/7,13/9,2,401450839,True,0
164,12276937,1,full_time,True,True,14/3,16/8,1,401449238,True,0
165,12276937,1,full_time,True,True,18/10,7/9,2,401449430,False,0
166,12276938,1,full_time,False,False,0/8,12/10,1,402082547,True,0
167,12276938,1,full_time,False,False,11/2,9/2,2,402082759,False,0
168,12276975,1,full_time,False,True,12/7,10/2,1,407611790,False,0
169,12276975,1,full_time,False,True,19/5,8/9,2,407611894,True,0
170,12276976,1,full_time,False,False,4/10,15/7,1,402414866,True,0
171,12276976,1,full_time,False,False,7/6,15/3,2,402415042,False,0
172,12276978,1,full_time,True,False,9/9,3/10,1,407612353,True,0
173,12276978,1,full_time,True,False,11/11,19/7,2,407612438,True,0
174,12276981,1,full_time,True,True,4/3,0/2,1,406582984,True,0
175,12276981,1,full_time,True,True,12/8,13/7,2,406583008,True,0
176,12276983,1,full_time,False,False,10/2,13/7,1,402069428,False,0
177,12276983,1,full_time,False,False,6/5,1/10,2,402069493,False,0
178,12276986,1,full_time,False,True,12/2,2/9,1,407611608,True,0
179,12276986,1,full_time,False,True,3/5,15/7,2,407611614,True,0
180,12276987,1,full_time,True,True,2/8,8/8,1,406582736,True,0
181,12276987,1,full_time,True,True,3/11,19/10,2,406582749,True,0
182,12287004,1,full_time,False,True,10/9,3/10,1,385821105,True,-1
183,12287004,1,full_time,False,True,10/4,10/3,2,385821318,True,1
184,12287004,11,first_set_winner,True,False,7/8,8/4,1,386235650,False,-1
185,12287004,11,first_set_winner,True,False,10/10,11/8,2,386235894,True,1
186,12287004,12,total_games_won,True,True,17/11,6/9,Over,386235444,False,-1
187,12287004,12,total_games_won,True,True,7/4,19/2,Under,386235307,False,1
188,12287005,1,full_time,True,True,5/6,1/5,1,385822050,True,-1
189,12287005,1,full_time,True,True,13/2,6/6,2,385822194,True,1
190,12287005,11,first_set_winner,True,True,1/3,12/2,1,386267366,True,-1
191,12287005,11,first_set_winner,True,True,7/11,19/5,2,386267639,False,1
192,12287005,12,total_games_won,True,False,0/6,8/10,Over,386267248,True,0
193,12287005,12,total_games_won,True,False,0/8,11/10,Under,386267208,True,0
194,12287006,1,full_time,True,True,19/8,4/3,1,385820745,True,-1
195,12287006,1,full_time,True,True,12/10,19/5,2,385820756,True,1
196,12287006,11,first_set_winner,False,True,6/9,16/10,1,386214211,False,-1
197,12287006,11,first_set_winner,False,True,12/2,2/10,2,386214231,False,1
198,12287006,12,total_games_won,True,False,6/7,11/4,Over,386214108,True,0
199,12287006,12,total_games_won,True,False,18/4,6/2,Under,386213875,True,0
200,12287007,1,full_time,False,True,16/11,4/10,1,391802470,,1
201,12287007,1,full_time,False,True,1/11,16/6,2,391802472,,-1
202,12287007,11,first_set_winner,False,False,3/3,13/9,1,391856038,,1
203,12287007,11,first_set_winner,False,False,2/6,13/7,2,391856041,,-1
204,12287007,12,total_games_won,True,True,15/5,16/7,Over,391856027,,1
205,12287007,12,total_games_won,True,True,7/4,18/3,Under,391856014,,-1
206,12287008,1,full_time,False,True,17/3,14/8,1,385820860,False,-1
207,12287008,1,full_time,False,True,18/7,19/9,2,385820918,False,1
208,12287008,11,first_set_winner,False,True,1/3,0/7,1,386223996,False,-1
209,12287008,11,first_set_winner,False,True,15/6,9/2,2,386224085,False,1
210,12287008,12,total_games_won,False,False,15/8,17/3,Over,386223814,False,1
211,12287008,12,total_games_won,False,False,18/7,15/5,Under,386223558,True,-1
212,12287009,1,full_time,True,False,2/3,7/11,1,385822679,True,-1
213,12287009,1,full_time,True,False,14/8,8/10,2,385822760,False,1
214,12287009,11,first_set_winner,False,False,6/2,18/9,1,386257245,True,-1
215,12287009,11,first_set_winner,False,False,10/11,9/10,2,386257374,False,1
216,12287009,12,total_games_won,True,False,3/2,5/8,Over,386257110,False,-1
217,12287009,12,total_games_won,True,False,19/2,6/8,Under,386257029,False,1
218,12287010,1,full_time,False,True,6/11,18/8,1,385820179,,-1
219,12287010,1,full_time,False,True,8/10,2/3,2,385820188,,1
220,12287010,11,first_set_winner,True,True,12/8,14/9,1,386190005,,-1
221,12287010,11,first_set_winner,True,True,4/3,15/11,2,386190273,,1
222,12287010,12,total_games_won,True,True,18/11,5/5,Over,386189911,,1
223,12287010,12,total_games_won,True,True,16/7,9/7,Under,386189783,,-1
224,12287011,1,full_time,True,True,12/2,4/2,1,385820466,True,1
225,12287011,1,full_time,True,True,13/7,1/2,2,385820520,False,-1
226,12287011,11,first_set_winner,True,True,4/7,16/9,1,386204112,False,1
227,12287011,11,first_set_winner,True,True,1/2,15/7,2,386204204,False,-1
228,12287011,12,total_games_won,False,False,19/10,0/2,Over,386203956,False,0
229,12287011,12,total_games_won,False,False,11/3,4/3,Under,386203830,False,0
230,12287012,1,full_time,False,False,3/7,15/8,1,385821437,False,1
231,12287012,1,full_time,False,False,5/2,7/10,2,385821524,True,-1
232,12287012,11,first_set_winner,True,False,16/4,2/9,1,386245955,True,1
233,12287012,11,first_set_winner,True,False,13/11,10/7,2,386246199,False,-1
234,12287012,12,total_games_won,True,False,17/9,19/11,Over,386245866,True,0
235,12287012,12,total_games_won,True,False,5/6,9/3,Under,386245695,False,0
236,12287013,1,full_time,False,False,6/4,7/4,1,385820094,False,0
237,12287013,1,full_time,False,False,3/3,15/6,2,385820099,False,0
238,12287013,11,first_set_winner,True,True,11/3,3/6,1,389616195,True,0
239,12287013,11,first_set_winner,True,True,18/5,15/4,2,389616230,True,0
240,12288044,1,full_time,True,False,12/9,10/10,1,388438393,True,0
241,12288044,1,full_time,True,False,19/4,0/2,2,388438400,True,0
242,12288048,1,full_time,False,False,11/5,6/11,1,388438254,False,0
243,12288048,1,full_time,False,False,15/10,6/7,2,388438261,True,0
244,12288050,1,full_time,True,True,15/3,4/11,1,388435102,,0
245,12288050,1,full_time,True,True,4/8,8/5,2,388435188,,0
246,12288414,1,full_time,True,True,5/2,8/11,1,390738977,,0
247,12288414,1,full_time,True,True,10/2,3/8,2,390738983,,0
248,12288416,1,full_time,True,True,11/6,7/2,1,409819733,,0
249,12288416,1,full_time,True,True,16/2,15/5,2,409819817,,0
250,12288417,1,full_time,False,True,0/11,8/9,1,390738158,False,0
251,12288417,1,full_time,False,True,14/4,2/8,2,390738236,True,0
252,12288418,1,full_time,True,True,14/5,7/10,1,409819250,,0
253,12288418,1,full_time,True,True,6/6,0/8,2,409819261,,0
254,12288419,1,full_time,False,False,9/9,8/2,1,390737761,False,0
255,12288419,1,full_time,False,False,12/7,6/2,2,390737824,False,0
256,12288420,1,full_time,False,False,3/10,15/6,1,390738476,True,0
257,12288420,1,full_time,False,False,15/2,6/11,2,390738537,False,0
258,12288421,1,full_time,False,False,9/2,3/6,1,390738759,True,0
259,12288421,1,full_time,False,False,6/5,4/11,2,390738873,False,0
260,12288918,1,full_time,True,True,18/2,16/5,1,391122118,False,1
261,12288918,1,full_time,True,True,10/2,4/9,2,391122302,False,-1
262,12288918,11,first_set_winner,True,False,6/2,12/9,1,391137124,True,1
263,12288918,11,first_set_winner,True,False,16/4,7/8,2,391137132,True,-1
264,12288919,1,full_time,True,True,19/11,15/4,1,391121691,True,0
265,12288919,1,full_time,True,True,7/2,13/8,2,391121717,True,0
266,12288919,11,first_set_winner,False,False,12/3,14/11,1,391136257,False,0
267,12288919,11,first_set_winner,False,False,17/11,17/5,2,391136406,False,0
268,12288919,12,total_games_won,True,True,3/8,10/3,Over,391710696,True,0
269,12288919,12,total_games_won,True,True,15/8,8/3,Under,391710657,False,0
270,12288920,1,full_time,True,False,0/10,4/2,1,391121269,False,-1
271,12288920,1,full_time,True,False,5/2,12/6,2,391121408,True,1
272,12288920,11,first_set_winner,True,False,9/8,4/8,1,391133255,True,-1
273,12288920,11,first_set_winner,True,False,18/11,17/4,2,391133511,True,1
274,12288920,12,total_games_won,False,False,14/2,9/8,Over,391784253,False,0
275,12288920,12,total_games_won,False,False,3/3,10/2,Under,391784055,True,0
276,12288921,1,full_time,True,False,1/10,4/9,1,391121053,True,1
277,12288921,1,full_time,True,False,10/9,1/2,2,391121062,True,-1
278,12288921,11,first_set_winner,False,False,18/2,9/8,1,391132195,False,1
279,12288921,11,first_set_winner,False,False,11/2,6/6,2,391132242,True,-1
280,12288921,12,total_games_won,True,True,5/11,6/10,Over,391774835,False,1
281,12288921,12,total_games_won,True,True,9/4,9/8,Under,391774812,True,-1
282,12288922,1,full_time,True,True,14/3,16/10,1,391120707,True,1
283,12288922,1,full_time,True,True,8/10,7/3,2,391120835,False,-1
284,12288922,11,first_set_winner,False,True,16/3,16/6,1,391131284,False,1
285,12288922,11,first_set_winner,False,True,7/5,8/8,2,391131321,True,-1
286,12288922,12,total_games_won,False,True,16/7,2/6,Over,391639458,False,1
287,12288922,12,total_games_won,False,True,10/9,18/4,Under,391639253,False,-1
288,12288923,1,full_time,True,False,16/7,5/6,1,391120298,True,1
289,12288923,1,full_time,True,False,5/8,11/2,2,391120328,False,-1
290,12288923,11,first_set_winner,False,True,7/8,7/7,1,391129672,True,1
291,12288923,11,first_set_winner,False,True,0/4,11/3,2,391129967,True,-1
292,12288923,12,total_games_won,True,True,19/11,2/5,Over,391649021,True,1
293,12288923,12,total_games_won,True,True,16/4,16/11,Under,391648569,False,-1
294,12288924,1,full_time,True,False,19/3,8/4,1,391120099,True,1
295,12288924,1,full_time,True,False,19/10,7/5,2,391120159,False,-1
296,12288924,11,first_set_winner,False,True,4/4,19/2,1,391128394,False,1
297,12288924,11,first_set_winner,False,True,17/4,10/4,2,391128420,True,-1
298,12288924,12,total_games_won,False,False,1/6,8/7,Over,391478465,False,0
299,12288924,12,total_games_won,False,False,0/10,8/11,Under,391478239,False,0
300,12288925,1,full_time,False,False,9/7,7/3,1,391119926,False,1
301,12288925,1,full_time,False,False,3/11,13/5,2,391119996,False,-1
302,12288925,11,first_set_winner,False,True,12/3,15/11,1,391127745,True,1
303,12288925,11,first_set_winner,False,True,16/7,10/5,2,391127764,True,-1
304,12288925,12,total_games_won,True,False,6/4,2/4,Over,391455781,True,0
305,12288925,12,total_games_won,True,False,1/3,15/3,Under,391455757,True,0
306,12288926,1,full_time,True,True,12/8,18/5,1,390523651,True,1
307,12288926,1,full_time,True,True,7/11,9/4,2,390523654,True,-1
308,12288926,11,first_set_winner,True,True,2/10,17/5,1,390540698,True,1
309,12288926,11,first_set_winner,True,True,1/3,11/2,2,390540702,False,-1
310,12288926,12,total_games_won,False,True,3/11,19/9,Over,390821255,False,-1
311,12288926,12,total_games_won,False,True,8/5,10/8,Under,390821153,False,1
312,12288929,1,full_time,False,True,13/9,18/6,1,390523002,False,1
313,12288929,1,full_time,False,True,7/8,14/6,2,390523034,True,-1
314,12288929,11,first_set_winner,True,False,1/8,17/4,1,390544451,True,0
315,12288929,11,first_set_winner,True,False,2/2,12/6,2,390544658,False,0
316,12288929,12,total_games_won,False,True,14/7,13/11,Over,390786843,False,0
317,12288929,12,total_games_won,False,True,14/7,8/6,Under,390786818,False,0
318,12288930,1,full_time,False,False,8/7,0/4,1,390522753,False,0
319,12288930,1,full_time,False,False,4/7,1/10,2,390522814,False,-1
320,12288930,11,first_set_winner,True,False,11/5,14/5,1,390545632,True,0
321,12288930,11,first_set_winner,True,False,17/7,11/3,2,390545684,False,0
322,12288930,12,total_games_won,True,True,2/2,17/11,Over,395621265,False,0
323,12288930,12,total_games_won,True,True,1/9,7/6,Under,395621244,True,0
324,12288931,1,full_time,True,False,16/2,9/4,1,390522015,,-1
325,12288931,1,full_time,True,False,15/9,6/8,2,390522193,,1
326,12288931,11,first_set_winner,False,True,12/7,15/10,1,390547535,,-1
327,12288931,11,first_set_winner,False,True,8/4,8/8,2,390547556,,1
328,12288931,12,total_games_won,False,False,1/2,3/3,Over,390774633,,0
329,12288931,12,total_games_won,False,False,15/10,8/2,Under,390774575,,0
330,12288932,1,full_time,False,False,0/9,11/9,1,390521237,False,-1
331,12288932,1,full_time,False,False,15/11,10/3,2,390521353,True,1
332,12288932,11,first_set_winner,True,False,6/5,0/6,1,390548295,True,-1
333,12288932,11,first_set_winner,True,False,6/5,4/10,2,390548391,True,1
334,12288932,12,total_games_won,True,True,2/8,5/6,Over,390762004,False,0
335,12288932,12,total_games_won,True,True,0/10,7/7,Under,390761994,False,0
336,12288933,1,full_time,False,True,10/8,1/9,1,390521016,True,1
337,12288933,1,full_time,False,True,12/11,9/6,2,390521157,True,-1
338,12288933,11,first_set_winner,False,True,9/7,15/2,1,390549382,True,0
339,12288933,11,first_set_winner,False,True,9/6,1/10,2,390549572,True,0
340,12288933,12,total_games_won,True,True,5/7,10/11,Over,390749743,False,0
341,12288933,12,total_games_won,True,True,5/6,7/9,Under,390749711,True,0
342,12289658,1,full_time,False,False,0/10,5/7,1,393178891,False,0
343,12289658,1,full_time,False,False,6/2,5/7,2,393178913,False,0
344,12289660,1,full_time,True,False,10/4,14/5,1,393180360,True,0
345,12289660,1,full_time,True,False,9/5,18/6,2,393180370,False,0
346,12289663,1,full_time,False,True,13/3,2/8,1,393180080,False,0
347,12289663,1,full_time,False,True,7/5,13/6,2,393180087,True,0
348,12289664,1,full_time,False,True,13/7,19/5,1,393180191,False,0
349,12289664,1,full_time,False,True,13/10,7/4,2,393180203,False,0
350,12289667,1,full_time,False,True,9/11,17/9,1,393178486,False,0
351,12289667,1,full_time,False,True,12/8,10/4,2,393178489,True,0
352,12289668,1,full_time,True,False,12/5,15/3,1,393116837,True,0
353,12289668,1,full_time,True,False,12/11,11/10,2,393116840,False,0
354,12289670,1,full_time,False,False,15/2,3/9,1,393179810,False,0
355,12289670,1,full_time,False,False,12/5,15/9,2,393179898,True,0
356,12289671,1,full_time,False,False,1/6,4/4,1,393116817,False,0
357,12289671,1,full_time,False,False,4/3,6/4,2,393116826,False,0
358,12289672,1,full_time,True,False,5/6,18/5,1,393117285,False,0
359,12289672,1,full_time,True,False,0/11,6/5,2,393117464,True,0
360,12289674,1,full_time,False,False,14/2,8/4,1,393118488,,0
361,12289674,1,full_time,False,False,10/3,16/10,2,393118502,,0
362,12289675,1,full_time,True,False,0/11,17/5,1,393117148,False,0
363,12289675,1,full_time,True,False,19/11,10/2,2,393117151,True,0
364,12289677,1,full_time,True,True,16/4,10/8,1,393179129,False,0
365,12289677,1,full_time,True,True,8/5,7/2,2,393179298,True,0
366,12289678,1,full_time,True,True,11/11,16/10,1,393118013,False,0
367,12289678,1,full_time,True,True,5/3,15/9,2,393118118,True,0
368,12289690,1,full_time,True,False,12/9,4/10,1,393180340,False,0
369,12289690,1,full_time,True,False,17/5,10/9,2,393180346,False,0
370,12289691,1,full_time,True,False,17/11,12/2,1,393118648,False,0
371,12289691,1,full_time,True,False,8/6,16/11,2,393118653,False,0
372,12290721,1,full_time,True,False,14/5,3/9,1,393720769,True,-1
373,12290721,1,full_time,True,False,13/8,15/7,2,393720879,False,1
374,12290721,11,first_set_winner,False,False,3/8,6/6,1,393762764,True,-1
375,12290721,11,first_set_winner,False,False,19/4,19/5,2,393762820,False,1
376,12291185,1,full_time,True,False,17/11,13/8,1,394695085,True,0
377,12291185,1,full_time,True,False,13/11,6/2,2,394695178,True,0
378,12291277,1,full_time,True,True,16/3,3/2,1,395895822,True,0
379,12291277,1,full_time,True,True,18/7,0/7,2,395895840,True,0
380,12291304,1,full_time,True,False,1/6,1/7,1,395280369,True,0
381,12291304,1,full_time,True,False,1/3,16/4,2,395280467,True,0
382,12291487,1,full_time,False,False,15/4,7/10,1,395394581,False,0
383,12291487,1,full_time,False,False,8/4,10/7,2,395394617,True,0
384,12291488,1,full_time,False,True,3/5,18/2,1,395395644,False,0
385,12291488,1,full_time,False,True,6/7,11/8,2,395395710,True,0
386,12291489,1,full_time,True,True,1/3,12/8,1,395395944,True,0
387,12291489,1,full_time,True,True,13/9,13/8,2,395396074,False,0
388,12291490,1,full_time,False,True,10/11,2/10,1,395394516,False,0
